purchase_id,purchase_date,product_id,quantity_purchased,purchase_price_inr
PR00710,2023-09-13,P081,27,1698
PR00711,2023-09-13,P087,52,2035
PR00712,2023-09-14,P178,30,551
PR00713,2023-09-16,P114,14,155
PR00714,2023-09-16,P163,40,284
PR00715,2023-09-17,P039,94,660
PR00716,2023-09-17,P162,45,1876
PR00717,2023-09-19,P099,71,1955
PR00718,2023-09-20,P060,127,1602
PR00719,2023-09-20,P063,78,519
PR00720,2023-09-21,P010,28,120
PR00721,2023-09-22,P009,20,80
PR00722,2023-09-22,P047,24,1722
PR00723,2023-09-23,P106,57,556
PR00724,2023-09-25,P021,6,1309
PR00725,2023-09-26,P152,9,2297
PR00726,2023-09-27,P070,57,1706
PR00727,2023-09-28,P144,60,2260
PR00728,2023-09-29,P003,80,750
PR00729,2023-09-29,P008,111,180
PR00730,2023-09-30,P158,6,1924
PR00731,2023-09-30,P180,26,418
PR00732,2023-10-01,P082,38,424
PR00733,2023-10-03,P005,64,250
PR00734,2023-10-03,P164,97,1016
PR00735,2023-10-04,P073,62,107
PR00736,2023-10-04,P079,15,1909
PR00737,2023-10-06,P177,32,1357
PR00738,2023-10-07,P004,145,280
PR00739,2023-10-08,P085,168,410
PR00740,2023-10-08,P186,6,2230
PR00741,2023-10-09,P112,10,1047
PR00742,2023-10-09,P169,20,157
PR00743,2023-10-09,P182,54,1690
PR00744,2023-10-10,P173,96,2306
PR00745,2023-10-11,P033,14,2365
PR00746,2023-10-11,P034,22,347
PR00747,2023-10-12,P051,51,2407
PR00748,2023-10-12,P188,76,1607
PR00749,2023-10-13,P028,6,358
PR00750,2023-10-13,P151,136,1985
PR00751,2023-10-13,P157,178,1493
PR00752,2023-10-14,P142,12,573
PR00753,2023-10-15,P036,22,474
PR00754,2023-10-16,P002,76,320
PR00755,2023-10-16,P117,8,1866
PR00756,2023-10-16,P187,96,1993
PR00757,2023-10-17,P001,100,300
PR00758,2023-10-17,P027,18,497
PR00759,2023-10-17,P149,83,1841
PR00760,2023-10-17,P161,30,1788
PR00761,2023-10-19,P045,15,2144
PR00762,2023-10-19,P049,16,2143
PR00763,2023-10-19,P132,39,372
PR00764,2023-10-21,P020,36,864
PR00765,2023-10-21,P104,185,591
PR00766,2023-10-22,P011,94,1458
PR00767,2023-10-22,P131,83,1380
PR00768,2023-10-24,P077,6,1806
PR00769,2023-10-26,P021,6,1309
PR00770,2023-10-26,P134,176,358
PR00771,2023-10-27,P113,24,654
PR00772,2023-10-30,P006,98,280
PR00773,2023-10-30,P102,24,992
PR00774,2023-10-30,P107,150,2349
PR00775,2023-10-30,P122,100,2128
PR00776,2023-10-31,P037,54,1454
PR00777,2023-11-01,P031,36,299
PR00778,2023-11-01,P055,6,1010
PR00779,2023-11-01,P138,100,1456
PR00780,2023-11-02,P018,80,1967
PR00781,2023-11-02,P032,16,330
PR00782,2023-11-02,P044,78,1119
PR00783,2023-11-02,P098,8,1616
PR00784,2023-11-02,P130,168,368
PR00785,2023-11-03,P016,57,1060
PR00786,2023-11-04,P136,28,1901
PR00787,2023-11-04,P159,152,832
PR00788,2023-11-05,P012,15,1531
PR00789,2023-11-05,P186,6,2230
PR00790,2023-11-06,P038,140,1416
PR00791,2023-11-06,P135,42,1851
PR00792,2023-11-07,P181,33,1977
PR00793,2023-11-08,P174,6,1432
PR00794,2023-11-11,P133,26,1481
PR00795,2023-11-11,P153,76,1922
PR00796,2023-11-12,P065,60,1804
PR00797,2023-11-12,P143,26,788
PR00798,2023-11-14,P092,6,1028
PR00799,2023-11-14,P116,6,2185
PR00800,2023-11-15,P009,20,80
PR00801,2023-11-15,P024,100,2318
PR00802,2023-11-15,P073,63,107
PR00803,2023-11-16,P040,9,213
PR00804,2023-11-16,P172,60,1295
PR00805,2023-11-17,P099,70,1955
PR00806,2023-11-18,P039,96,660
PR00807,2023-11-18,P067,42,2476
PR00808,2023-11-18,P115,38,310
PR00809,2023-11-21,P175,56,174
PR00810,2023-11-22,P066,32,1533
PR00811,2023-11-22,P072,57,2033
PR00812,2023-11-23,P110,34,1195
PR00813,2023-11-25,P005,65,250
PR00814,2023-11-25,P068,120,1381
PR00815,2023-11-25,P091,45,2055
PR00816,2023-11-25,P141,16,1482
PR00817,2023-11-26,P148,33,470
PR00818,2023-11-27,P056,109,1719
PR00819,2023-11-27,P147,38,1764
PR00820,2023-11-28,P055,6,1010
PR00821,2023-11-29,P053,120,1953
PR00822,2023-11-29,P101,28,1259
PR00823,2023-11-30,P071,44,1908
PR00824,2023-11-30,P086,89,1531
PR00825,2023-12-01,P047,24,1722
PR00826,2023-12-02,P185,12,2161
PR00827,2023-12-03,P096,133,1227
PR00828,2023-12-04,P063,79,519
PR00829,2023-12-04,P127,182,1810
PR00830,2023-12-07,P074,18,2060
PR00831,2023-12-08,P061,102,2259
PR00832,2023-12-08,P097,148,279
PR00833,2023-12-08,P129,40,769
PR00834,2023-12-09,P089,36,1751
PR00835,2023-12-09,P171,80,575
PR00836,2023-12-10,P026,176,447
PR00837,2023-12-10,P050,8,1012
PR00838,2023-12-11,P180,26,418
PR00839,2023-12-12,P002,74,320
PR00840,2023-12-12,P176,48,348
PR00841,2023-12-13,P034,22,347
PR00842,2023-12-14,P036,22,474
PR00843,2023-12-14,P152,9,2297
PR00844,2023-12-15,P046,28,857
PR00845,2023-12-15,P075,34,2006
PR00846,2023-12-16,P114,14,155
PR00847,2023-12-16,P164,98,1016
PR00848,2023-12-16,P178,30,551
PR00849,2023-12-18,P158,6,1924
PR00850,2023-12-20,P062,132,133
PR00851,2023-12-21,P116,6,2185
PR00852,2023-12-24,P174,6,1432
PR00853,2023-12-26,P092,6,1028
PR00854,2023-12-29,P017,48,422
PR00855,2023-12-29,P165,48,364
PR00856,2023-12-30,P060,127,1602
PR00857,2023-12-30,P146,39,1029
PR00858,2023-12-30,P149,82,1841
PR00859,2023-12-30,P173,95,2306
PR00860,2023-12-31,P033,14,2365
PR00861,2024-01-01,P001,100,300
PR00862,2024-01-01,P007,200,150
PR00863,2024-01-01,P010,28,120
PR00864,2024-01-02,P090,28,609
PR00865,2024-01-03,P008,113,180
PR00866,2024-01-04,P021,6,1309
PR00867,2024-01-06,P015,52,321
PR00868,2024-01-07,P177,32,1357
PR00869,2024-01-08,P013,80,1544
PR00870,2024-01-10,P105,8,1437
PR00871,2024-01-10,P183,45,536
PR00872,2024-01-12,P167,44,605
PR00873,2024-01-15,P124,137,1315
PR00874,2024-01-15,P150,44,384
PR00875,2024-01-15,P184,16,1694
PR00876,2024-01-16,P019,36,1252
PR00877,2024-01-17,P082,38,424
PR00878,2024-01-17,P187,98,1993
PR00879,2024-01-18,P048,28,1713
PR00880,2024-01-18,P131,83,1380
PR00881,2024-01-18,P156,52,116
PR00882,2024-01-19,P006,98,280
PR00883,2024-01-19,P095,24,1678
PR00884,2024-01-19,P154,48,56
PR00885,2024-01-20,P044,76,1119
PR00886,2024-01-22,P011,94,1458
PR00887,2024-01-24,P009,20,80
PR00888,2024-01-25,P099,70,1955
PR00889,2024-01-26,P028,6,358
PR00890,2024-01-28,P073,63,107
PR00891,2024-01-28,P119,48,1907
PR00892,2024-01-28,P122,101,2128
PR00893,2024-01-29,P005,64,250
PR00894,2024-02-01,P113,24,654
PR00895,2024-02-01,P145,166,728
PR00896,2024-02-04,P136,28,1901
PR00897,2024-02-05,P142,12,573
PR00898,2024-02-05,P186,6,2230
PR00899,2024-02-06,P143,26,788
PR00900,2024-02-07,P138,102,1456
PR00901,2024-02-08,P014,52,1155
PR00902,2024-02-08,P158,6,1924
PR00903,2024-02-09,P057,188,1490
PR00904,2024-02-10,P117,8,1866
PR00905,2024-02-11,P063,79,519
PR00906,2024-02-13,P002,74,320
PR00907,2024-02-14,P151,135,1985
PR00908,2024-02-16,P079,15,1909
PR00909,2024-02-17,P039,95,660
PR00910,2024-02-18,P094,40,1921
PR00911,2024-02-19,P004,144,280
PR00912,2024-02-19,P049,16,2143
PR00913,2024-02-19,P084,64,1365
PR00914,2024-02-21,P125,21,931
PR00915,2024-02-23,P036,22,474
PR00916,2024-02-23,P181,33,1977
PR00917,2024-02-24,P021,6,1309
PR00918,2024-02-24,P024,100,2318
PR00919,2024-02-24,P042,45,208
PR00920,2024-02-24,P139,48,700
PR00921,2024-02-25,P107,151,2349
PR00922,2024-02-28,P077,6,1806
PR00923,2024-02-29,P040,9,213
PR00924,2024-03-01,P055,6,1010
PR00925,2024-03-03,P020,36,864
PR00926,2024-03-03,P162,45,1876
PR00927,2024-03-04,P086,88,1531
PR00928,2024-03-04,P137,60,218
PR00929,2024-03-04,P159,151,832
PR00930,2024-03-05,P056,110,1719
PR00931,2024-03-06,P047,24,1722
PR00932,2024-03-10,P023,30,1684
PR00933,2024-03-10,P083,57,1861
PR00934,2024-03-11,P152,9,2297
PR00935,2024-03-11,P164,96,1016
PR00936,2024-03-12,P041,21,775
PR00937,2024-03-12,P058,60,1167
PR00938,2024-03-12,P173,94,2306
PR00939,2024-03-14,P038,142,1416
PR00940,2024-03-14,P132,39,372
PR00941,2024-03-15,P098,8,1616
PR00942,2024-03-16,P104,184,591
PR00943,2024-03-16,P106,57,556
PR00944,2024-03-17,P116,6,2185
PR00945,2024-03-18,P001,100,300
PR00946,2024-03-18,P133,26,1481
PR00947,2024-03-21,P085,169,410
PR00948,2024-03-22,P066,32,1533
PR00949,2024-03-24,P144,60,2260
PR00950,2024-03-26,P053,120,1953
PR00951,2024-03-26,P158,6,1924
PR00952,2024-03-27,P140,56,1400
PR00953,2024-03-28,P091,45,2055
PR00954,2024-03-28,P135,42,1851
PR00955,2024-03-28,P168,60,1278
PR00956,2024-03-29,P149,84,1841
PR00957,2024-03-29,P166,18,2094
PR00958,2024-03-30,P034,22,347
PR00959,2024-03-30,P186,6,2230
PR00960,2024-03-31,P088,44,970
PR00961,2024-04-01,P131,83,1380
PR00962,2024-04-02,P005,65,250
PR00963,2024-04-02,P025,76,1190
PR00964,2024-04-02,P043,60,1191
PR00965,2024-04-03,P096,133,1227
PR00966,2024-04-04,P099,71,1955
PR00967,2024-04-04,P110,34,1195
PR00968,2024-04-05,P147,38,1764
PR00969,2024-04-05,P178,30,551
PR00970,2024-04-06,P180,26,418
PR00971,2024-04-07,P115,38,310
PR00972,2024-04-08,P073,62,107
PR00973,2024-04-08,P087,52,2035
PR00974,2024-04-09,P009,20,80
PR00975,2024-04-09,P021,6,1309
PR00976,2024-04-11,P006,99,280
PR00977,2024-04-11,P032,16,330
PR00978,2024-04-12,P067,42,2476
PR00979,2024-04-12,P157,176,1493
PR00980,2024-04-13,P044,78,1119
PR00981,2024-04-13,P185,12,2161
PR00982,2024-04-14,P027,18,497
PR00983,2024-04-14,P101,28,1259
PR00984,2024-04-14,P134,177,358
PR00985,2024-04-14,P189,68,1741
PR00986,2024-04-15,P011,94,1458
PR00987,2024-04-15,P061,100,2259
PR00988,2024-04-15,P112,10,1047
PR00989,2024-04-15,P130,168,368
PR00990,2024-04-16,P092,6,1028
PR00991,2024-04-17,P028,6,358
PR00992,2024-04-18,P002,74,320
PR00993,2024-04-18,P123,76,1807
PR00994,2024-04-21,P016,57,1060
PR00995,2024-04-21,P078,68,2310
PR00996,2024-04-22,P010,28,120
PR00997,2024-04-22,P055,6,1010
PR00998,2024-04-23,P071,44,1908
PR00999,2024-04-24,P051,51,2407
PR01000,2024-04-26,P063,79,519
PR01001,2024-04-26,P075,34,2006
PR01002,2024-04-27,P022,24,575
PR01003,2024-04-28,P068,121,1381
PR01004,2024-04-29,P105,8,1437
PR01005,2024-04-30,P050,8,1012
PR01006,2024-04-30,P188,76,1607
PR01007,2024-05-01,P070,57,1706
PR01008,2024-05-01,P146,39,1029
PR01009,2024-05-02,P122,101,2128
PR01010,2024-05-04,P040,9,213
PR01011,2024-05-05,P052,30,946
PR01012,2024-05-07,P098,8,1616
PR01013,2024-05-09,P008,112,180
PR01014,2024-05-09,P026,178,447
PR01015,2024-05-10,P060,128,1602
PR01016,2024-05-10,P062,132,133
PR01017,2024-05-10,P086,90,1531
PR01018,2024-05-10,P114,14,155
PR01019,2024-05-10,P187,97,1993
PR01020,2024-05-11,P097,148,279
PR01021,2024-05-11,P113,24,654
PR01022,2024-05-13,P012,15,1531
PR01023,2024-05-14,P048,28,1713
PR01024,2024-05-15,P158,6,1924
PR01025,2024-05-19,P126,36,253
PR01026,2024-05-22,P019,36,1252
PR01027,2024-05-22,P143,26,788
PR01028,2024-05-22,P182,54,1690
PR01029,2024-05-23,P138,101,1456
PR01030,2024-05-24,P141,16,1482
PR01031,2024-05-24,P174,6,1432
PR01032,2024-05-25,P136,28,1901
PR01033,2024-05-26,P039,95,660
PR01034,2024-05-26,P072,57,2033
PR01035,2024-05-26,P148,33,470
PR01036,2024-05-27,P037,54,1454
PR01037,2024-05-27,P127,180,1810
PR01038,2024-05-27,P160,36,1851
PR01039,2024-05-28,P149,83,1841
PR01040,2024-05-29,P036,22,474
PR01041,2024-05-30,P021,6,1309
PR01042,2024-06-02,P024,100,2318
PR01043,2024-06-03,P073,63,107
PR01044,2024-06-03,P124,137,1315
PR01045,2024-06-03,P133,26,1481
PR01046,2024-06-08,P164,96,1016
PR01047,2024-06-09,P045,15,2144
PR01048,2024-06-09,P099,71,1955
PR01049,2024-06-09,P176,48,348
PR01050,2024-06-12,P169,20,157
PR01051,2024-06-12,P177,32,1357
PR01052,2024-06-13,P152,9,2297
PR01053,2024-06-14,P056,108,1719
PR01054,2024-06-15,P047,24,1722
PR01055,2024-06-15,P082,38,424
PR01056,2024-06-15,P151,135,1985
PR01057,2024-06-15,P175,56,174
PR01058,2024-06-15,P181,33,1977
PR01059,2024-06-16,P009,20,80
PR01060,2024-06-16,P165,48,364
PR01061,2024-06-17,P055,6,1010
PR01062,2024-06-19,P005,64,250
PR01063,2024-06-23,P065,60,1804
PR01064,2024-06-24,P186,6,2230
PR01065,2024-06-25,P002,75,320
PR01066,2024-06-25,P174,6,1432
PR01067,2024-06-27,P117,8,1866
PR01068,2024-06-28,P145,165,728
PR01069,2024-06-29,P001,100,300
PR01070,2024-06-29,P183,45,536
PR01071,2024-06-30,P131,82,1380
PR01072,2024-07-03,P044,78,1119
PR01073,2024-07-03,P156,52,116
PR01074,2024-07-04,P003,80,750
PR01075,2024-07-05,P018,80,1967
PR01076,2024-07-05,P112,10,1047
PR01077,2024-07-08,P094,40,1921
PR01078,2024-07-08,P098,8,1616
PR01079,2024-07-10,P103,28,1315
PR01080,2024-07-10,P173,94,2306
PR01081,2024-07-11,P154,48,56
PR01082,2024-07-13,P053,121,1953
PR01083,2024-07-14,P033,14,2365
PR01084,2024-07-14,P063,78,519
PR01085,2024-07-14,P110,34,1195
PR01086,2024-07-14,P116,6,2185
PR01087,2024-07-17,P092,6,1028
PR01088,2024-07-20,P011,94,1458
PR01089,2024-07-21,P105,8,1437
PR01090,2024-07-21,P158,6,1924
PR01091,2024-07-23,P038,140,1416
PR01092,2024-07-23,P049,16,2143
PR01093,2024-07-25,P061,101,2259
PR01094,2024-07-26,P159,152,832
PR01095,2024-07-26,P172,60,1295
PR01096,2024-07-27,P004,144,280
PR01097,2024-07-27,P074,18,2060
PR01098,2024-07-27,P180,26,418
PR01099,2024-07-28,P020,36,864
PR01100,2024-07-28,P122,99,2128
PR01101,2024-07-31,P107,151,2349
PR01102,2024-08-05,P028,6,358
PR01103,2024-08-06,P050,8,1012
PR01104,2024-08-06,P178,30,551
PR01105,2024-08-09,P040,9,213
PR01106,2024-08-09,P086,89,1531
PR01107,2024-08-10,P077,6,1806
PR01108,2024-08-10,P184,16,1694
PR01109,2024-08-11,P167,44,605
PR01110,2024-08-18,P150,44,384
PR01111,2024-08-21,P073,62,107
PR01112,2024-08-21,P143,26,788
PR01113,2024-08-23,P007,202,150
PR01114,2024-08-23,P021,6,1309
PR01115,2024-08-23,P042,45,208
PR01116,2024-08-25,P006,99,280
PR01117,2024-08-25,P010,28,120
PR01118,2024-08-26,P015,52,321
PR01119,2024-08-26,P085,168,410
PR01120,2024-08-27,P119,48,1907
PR01121,2024-08-30,P017,48,422
PR01122,2024-08-31,P187,97,1993
PR01123,2024-09-01,P133,26,1481
PR01124,2024-09-02,P039,95,660
PR01125,2024-09-03,P002,75,320
PR01126,2024-09-04,P034,22,347
PR01127,2024-09-05,P102,24,992
PR01128,2024-09-06,P101,28,1259
PR01129,2024-09-06,P147,38,1764
PR01130,2024-09-07,P099,70,1955
PR01131,2024-09-08,P057,188,1490
PR01132,2024-09-08,P096,132,1227
PR01133,2024-09-09,P036,22,474
PR01134,2024-09-09,P138,102,1456
PR01135,2024-09-10,P132,39,372
PR01136,2024-09-13,P005,65,250
PR01137,2024-09-13,P067,42,2476
PR01138,2024-09-13,P125,21,931
PR01139,2024-09-13,P164,97,1016
PR01140,2024-09-14,P116,6,2185
PR01141,2024-09-14,P131,82,1380
PR01142,2024-09-16,P044,76,1119
PR01143,2024-09-16,P068,120,1381
PR01144,2024-09-16,P113,24,654
PR01145,2024-09-17,P066,32,1533
PR01146,2024-09-18,P104,184,591
PR01147,2024-09-23,P054,30,1994
PR01148,2024-09-24,P009,20,80
PR01149,2024-09-25,P075,34,2006
PR01150,2024-09-26,P136,28,1901
PR01151,2024-09-27,P056,110,1719
PR01152,2024-09-27,P152,9,2297
PR01153,2024-09-28,P139,48,700
PR01154,2024-09-29,P062,132,133
PR01155,2024-09-30,P001,101,300
PR01156,2024-09-30,P050,8,1012
PR01157,2024-10-01,P012,15,1531
PR01158,2024-10-01,P077,6,1806
PR01159,2024-10-01,P083,57,1861
PR01160,2024-10-01,P097,149,279
PR01161,2024-10-01,P135,42,1851
PR01162,2024-10-01,P146,39,1029
PR01163,2024-10-02,P047,24,1722
PR01164,2024-10-02,P060,127,1602
PR01165,2024-10-02,P091,45,2055
PR01166,2024-10-02,P149,82,1841
PR01167,2024-10-03,P014,52,1155
PR01168,2024-10-03,P115,38,310
PR01169,2024-10-03,P117,8,1866
PR01170,2024-10-04,P041,21,775
PR01171,2024-10-05,P071,44,1908
PR01172,2024-10-05,P137,60,218
PR01173,2024-10-05,P173,94,2306
PR01174,2024-10-06,P008,113,180
PR01175,2024-10-06,P024,100,2318
PR01176,2024-10-06,P048,28,1713
PR01177,2024-10-06,P153,76,1922
PR01178,2024-10-07,P055,6,1010
PR01179,2024-10-07,P090,28,609
PR01180,2024-10-09,P130,169,368
PR01181,2024-10-09,P185,12,2161
PR01182,2024-10-10,P063,79,519
PR01183,2024-10-10,P174,6,1432
PR01184,2024-10-11,P114,14,155
PR01185,2024-10-13,P019,36,1252
PR01186,2024-10-13,P073,63,107
PR01187,2024-10-13,P148,33,470
PR01188,2024-10-14,P142,12,573
PR01189,2024-10-16,P028,6,358
PR01190,2024-10-19,P158,6,1924
PR01191,2024-10-20,P011,95,1458
PR01192,2024-10-20,P081,27,1698
PR01193,2024-10-21,P045,15,2144
PR01194,2024-10-23,P105,8,1437
PR01195,2024-10-24,P079,15,1909
PR01196,2024-10-25,P157,178,1493
PR01197,2024-10-26,P162,45,1876
PR01198,2024-10-27,P002,75,320
PR01199,2024-10-27,P058,60,1167
PR01200,2024-10-29,P021,6,1309
PR01201,2024-10-29,P082,38,424
PR01202,2024-10-31,P186,6,2230
PR01203,2024-11-01,P134,176,358
PR01204,2024-11-02,P061,100,2259
PR01205,2024-11-02,P087,52,2035
PR01206,2024-11-03,P122,100,2128
PR01207,2024-11-05,P039,94,660
PR01208,2024-11-05,P124,137,1315
PR01209,2024-11-06,P005,64,250
PR01210,2024-11-06,P028,6,358
PR01211,2024-11-06,P077,6,1806
PR01212,2024-11-06,P095,24,1678
PR01213,2024-11-07,P055,6,1010
PR01214,2024-11-07,P086,90,1531
PR01215,2024-11-08,P027,18,497
PR01216,2024-11-10,P026,176,447
PR01217,2024-11-11,P171,80,575
PR01218,2024-11-12,P092,6,1028
PR01219,2024-11-12,P177,32,1357
PR01220,2024-11-13,P053,120,1953
PR01221,2024-11-13,P113,24,654
PR01222,2024-11-13,P180,26,418
PR01223,2024-11-14,P151,135,1985
PR01224,2024-11-15,P031,36,299
PR01225,2024-11-15,P040,9,213
PR01226,2024-11-15,P044,77,1119
PR01227,2024-11-15,P133,26,1481
PR01228,2024-11-16,P084,64,1365
PR01229,2024-11-16,P099,71,1955
PR01230,2024-11-16,P166,18,2094
PR01231,2024-11-16,P168,60,1278
PR01232,2024-11-18,P016,57,1060
PR01233,2024-11-18,P106,57,556
PR01234,2024-11-19,P020,36,864
PR01235,2024-11-19,P046,28,857
PR01236,2024-11-20,P034,22,347
PR01237,2024-11-21,P021,6,1309
PR01238,2024-11-21,P131,84,1380
PR01239,2024-11-21,P156,52,116
PR01240,2024-11-21,P187,97,1993
PR01241,2024-11-22,P013,80,1544
PR01242,2024-11-22,P088,44,970
PR01243,2024-11-22,P112,10,1047
PR01244,2024-11-23,P010,28,120
PR01245,2024-11-23,P051,51,2407
PR01246,2024-11-24,P006,98,280
PR01247,2024-11-26,P178,30,551
PR01248,2024-11-28,P038,142,1416
PR01249,2024-11-29,P004,144,280
PR01250,2024-11-29,P174,6,1432
PR01251,2024-11-29,P181,33,1977
PR01252,2024-11-30,P152,9,2297
PR01253,2024-12-01,P098,8,1616
PR01254,2024-12-02,P063,78,519
PR01255,2024-12-03,P110,34,1195
PR01256,2024-12-04,P036,22,474
PR01257,2024-12-04,P127,180,1810
PR01258,2024-12-06,P107,150,2349
PR01259,2024-12-08,P149,82,1841
PR01260,2024-12-08,P164,97,1016
PR01261,2024-12-08,P186,6,2230
PR01262,2024-12-10,P101,28,1259
PR01263,2024-12-10,P143,26,788
PR01264,2024-12-10,P145,164,728
PR01265,2024-12-11,P116,6,2185
PR01266,2024-12-11,P138,101,1456
PR01267,2024-12-12,P163,40,284
PR01268,2024-12-13,P009,20,80
PR01269,2024-12-13,P047,24,1722
PR01270,2024-12-15,P056,109,1719
PR01271,2024-12-15,P165,48,364
PR01272,2024-12-16,P002,74,320
PR01273,2024-12-16,P028,6,358
PR01274,2024-12-16,P158,6,1924
PR01275,2024-12-16,P159,150,832
PR01276,2024-12-17,P073,63,107
PR01277,2024-12-17,P144,60,2260
PR01278,2024-12-17,P173,94,2306
PR01279,2024-12-19,P048,28,1713
PR01280,2024-12-19,P077,6,1806
PR01281,2024-12-19,P167,44,605
PR01282,2024-12-21,P072,57,2033
PR01283,2024-12-21,P140,56,1400
PR01284,2024-12-22,P032,16,330
PR01285,2024-12-24,P105,8,1437
PR01286,2024-12-24,P183,45,536
PR01287,2024-12-26,P005,64,250
PR01288,2024-12-26,P136,28,1901
PR01289,2024-12-29,P024,102,2318
PR01290,2025-01-01,P176,48,348
PR01291,2025-01-02,P001,100,300
PR01292,2025-01-03,P011,95,1458
PR01293,2025-01-04,P037,54,1454
PR01294,2025-01-04,P055,6,1010
PR01295,2025-01-05,P060,126,1602
PR01296,2025-01-05,P150,44,384
PR01297,2025-01-06,P043,60,1191
PR01298,2025-01-07,P068,121,1381
PR01299,2025-01-08,P066,32,1533
PR01300,2025-01-10,P008,111,180
PR01301,2025-01-10,P033,14,2365
PR01302,2025-01-10,P094,40,1921
PR01303,2025-01-11,P086,88,1531
PR01304,2025-01-12,P135,42,1851
PR01305,2025-01-13,P021,6,1309
PR01306,2025-01-13,P039,94,660
PR01307,2025-01-16,P096,134,1227
PR01308,2025-01-17,P042,45,208
PR01309,2025-01-18,P182,54,1690
PR01310,2025-01-18,P186,6,2230
PR01311,2025-01-20,P044,76,1119
PR01312,2025-01-20,P099,70,1955
PR01313,2025-01-21,P132,39,372
PR01314,2025-01-23,P040,9,213
PR01315,2025-01-23,P174,6,1432
PR01316,2025-01-24,P028,6,358
PR01317,2025-01-24,P062,132,133
PR01318,2025-01-25,P133,26,1481
PR01319,2025-01-26,P119,48,1907
PR01320,2025-01-27,P185,12,2161
PR01321,2025-01-28,P085,169,410
PR01322,2025-01-28,P184,16,1694
PR01323,2025-01-29,P017,48,422
PR01324,2025-01-30,P078,68,2310
PR01325,2025-01-30,P092,6,1028
PR01326,2025-01-30,P117,8,1866
PR01327,2025-02-01,P154,48,56
PR01328,2025-02-02,P034,22,347
PR01329,2025-02-02,P049,16,2143
PR01330,2025-02-02,P050,8,1012
PR01331,2025-02-02,P061,102,2259
PR01332,2025-02-02,P131,82,1380
PR01333,2025-02-03,P075,34,2006
PR01334,2025-02-03,P077,6,1806
PR01335,2025-02-05,P175,56,174
PR01336,2025-02-06,P057,188,1490
PR01337,2025-02-06,P142,12,573
PR01338,2025-02-06,P147,38,1764
PR01339,2025-02-07,P113,24,654
PR01340,2025-02-08,P122,99,2128
PR01341,2025-02-10,P141,16,1482
PR01342,2025-02-11,P019,36,1252
PR01343,2025-02-12,P073,62,107
PR01344,2025-02-13,P007,202,150
PR01345,2025-02-13,P036,22,474
PR01346,2025-02-13,P161,30,1788
PR01347,2025-02-14,P009,20,80
PR01348,2025-02-14,P052,30,946
PR01349,2025-02-16,P123,76,1807
PR01350,2025-02-17,P027,18,497
PR01351,2025-02-17,P055,6,1010
PR01352,2025-02-17,P067,42,2476
PR01353,2025-02-17,P091,45,2055
PR01354,2025-02-18,P005,64,250
PR01355,2025-02-18,P169,20,157
PR01356,2025-02-19,P025,76,1190
PR01357,2025-02-19,P188,76,1607
PR01358,2025-02-20,P002,74,320
PR01359,2025-02-21,P082,38,424
PR01360,2025-02-22,P116,6,2185
PR01361,2025-02-23,P053,121,1953
PR01362,2025-02-23,P158,6,1924
PR01363,2025-02-24,P124,136,1315
PR01364,2025-02-25,P045,15,2144
PR01365,2025-02-25,P070,57,1706
PR01366,2025-02-26,P097,149,279
PR01367,2025-02-27,P115,38,310
PR01368,2025-02-27,P130,169,368
PR01369,2025-02-28,P065,60,1804
PR01370,2025-02-28,P104,185,591
PR01371,2025-02-28,P146,39,1029
PR01372,2025-03-01,P178,30,551
PR01373,2025-03-03,P092,6,1028
PR01374,2025-03-03,P148,33,470
PR01375,2025-03-03,P180,26,418
PR01376,2025-03-04,P164,96,1016
PR01377,2025-03-05,P152,9,2297
PR01378,2025-03-06,P149,82,1841
PR01379,2025-03-08,P063,78,519
PR01380,2025-03-09,P129,40,769
PR01381,2025-03-10,P189,68,1741
PR01382,2025-03-11,P187,96,1993
PR01383,2025-03-12,P006,99,280
PR01384,2025-03-12,P047,24,1722
PR01385,2025-03-13,P010,28,120
PR01386,2025-03-13,P138,100,1456
PR01387,2025-03-14,P143,26,788
PR01388,2025-03-15,P074,18,2060
PR01389,2025-03-15,P177,32,1357
PR01390,2025-03-16,P173,95,2306
PR01391,2025-03-19,P098,8,1616
PR01392,2025-03-20,P136,28,1901
PR01393,2025-03-21,P028,6,358
PR01394,2025-03-22,P014,52,1155
PR01395,2025-03-23,P089,36,1751
PR01396,2025-03-24,P041,21,775
PR01397,2025-03-24,P077,6,1806
PR01398,2025-03-26,P023,30,1684
PR01399,2025-03-27,P022,24,575
PR01400,2025-03-27,P172,60,1295
PR01401,2025-03-28,P071,44,1908
PR01402,2025-03-29,P083,57,1861
PR01403,2025-03-30,P015,52,321
PR01404,2025-03-30,P112,10,1047
PR01405,2025-04-02,P048,28,1713
PR01406,2025-04-02,P110,34,1195
PR01407,2025-04-02,P131,83,1380
PR01408,2025-04-02,P139,48,700
PR01409,2025-04-05,P050,8,1012
PR01410,2025-04-05,P158,6,1924
PR01411,2025-04-06,P001,101,300
PR01412,2025-04-06,P021,6,1309
PR01413,2025-04-06,P056,108,1719
PR01414,2025-04-09,P044,78,1119
PR01415,2025-04-09,P174,6,1432
PR01416,2025-04-10,P181,33,1977
PR01417,2025-04-11,P086,88,1531
PR01418,2025-04-12,P151,135,1985
PR01419,2025-04-13,P018,80,1967
PR01420,2025-04-13,P162,45,1876
PR01421,2025-04-14,P039,95,660
