date,product_id,opening_stock,quantity_purchased,quantity_sold,closing_stock,stockout_flag
2023-04-07,P051,67,0,1,66,0
2023-04-07,P052,35,0,0,35,0
2023-04-07,P053,150,0,2,148,0
2023-04-07,P054,21,0,0,21,0
2023-04-07,P055,6,0,0,6,0
2023-04-07,P056,58,0,3,55,0
2023-04-07,P057,155,0,0,155,0
2023-04-07,P058,49,0,0,49,0
2023-04-07,P059,67,0,0,67,0
2023-04-07,P060,48,0,0,48,0
2023-04-07,P061,94,0,1,93,0
2023-04-07,P062,149,0,0,149,0
2023-04-07,P063,55,0,1,54,0
2023-04-07,P064,107,0,0,107,0
2023-04-07,P065,31,0,0,31,0
2023-04-07,P066,39,0,0,39,0
2023-04-07,P067,35,0,0,35,0
2023-04-07,P068,157,0,0,157,0
2023-04-07,P069,155,0,0,155,0
2023-04-07,P070,53,0,0,53,0
2023-04-07,P071,29,0,0,29,0
2023-04-07,P072,29,0,1,28,0
2023-04-07,P073,89,0,0,89,0
2023-04-07,P074,10,0,0,10,0
2023-04-07,P075,18,0,0,18,0
2023-04-07,P076,109,0,0,109,0
2023-04-07,P077,8,0,0,8,0
2023-04-07,P078,46,0,0,46,0
2023-04-07,P079,19,0,0,19,0
2023-04-07,P080,181,0,0,181,0
2023-04-07,P081,21,0,0,21,0
2023-04-07,P082,32,0,1,31,0
2023-04-07,P083,58,0,0,58,0
2023-04-07,P084,43,0,0,43,0
2023-04-07,P085,56,0,0,56,0
2023-04-07,P086,97,0,2,95,0
2023-04-07,P087,59,0,0,59,0
2023-04-07,P088,36,0,0,36,0
2023-04-07,P089,20,0,0,20,0
2023-04-07,P090,13,0,1,12,0
2023-04-07,P091,32,0,1,31,0
2023-04-07,P092,8,0,0,8,0
2023-04-07,P093,127,0,0,127,0
2023-04-07,P094,41,0,0,41,0
2023-04-07,P095,15,0,0,15,0
2023-04-07,P096,160,0,3,157,0
2023-04-07,P097,99,0,2,97,0
2023-04-07,P098,9,0,0,9,0
2023-04-07,P099,39,0,0,39,0
2023-04-07,P100,72,0,0,72,0
2023-04-07,P101,18,0,0,18,0
2023-04-07,P102,18,0,0,18,0
2023-04-07,P103,14,0,0,14,0
2023-04-07,P104,212,0,0,212,0
2023-04-07,P105,10,0,0,10,0
2023-04-07,P106,63,0,0,63,0
2023-04-07,P107,90,0,0,90,0
2023-04-07,P108,69,0,0,69,0
2023-04-07,P109,116,0,0,116,0
2023-04-07,P110,46,0,1,45,0
2023-04-07,P111,42,0,0,42,0
2023-04-07,P112,14,0,0,14,0
2023-04-07,P113,13,0,0,13,0
2023-04-07,P114,9,0,0,9,0
2023-04-07,P115,37,0,0,37,0
2023-04-07,P116,7,0,0,7,0
2023-04-07,P117,6,0,0,6,0
2023-04-07,P118,61,0,0,61,0
2023-04-07,P119,40,0,0,40,0
2023-04-07,P120,89,0,0,89,0
2023-04-07,P121,148,0,0,148,0
2023-04-07,P122,38,0,0,38,0
2023-04-07,P123,46,0,0,46,0
2023-04-07,P124,170,0,0,170,0
2023-04-07,P125,28,0,0,28,0
2023-04-07,P126,40,0,0,40,0
2023-04-07,P127,90,0,2,88,0
2023-04-07,P128,69,0,0,69,0
2023-04-07,P129,33,0,0,33,0
2023-04-07,P130,78,0,1,77,0
2023-04-07,P131,56,0,1,55,0
2023-04-07,P132,28,0,0,28,0
2023-04-07,P133,16,0,0,16,0
2023-04-07,P134,72,0,0,72,0
2023-04-07,P135,28,0,0,28,0
2023-04-07,P136,30,0,0,30,0
2023-04-07,P137,59,0,0,59,0
2023-04-07,P138,73,0,3,70,0
2023-04-07,P139,46,0,0,46,0
2023-04-07,P140,55,0,0,55,0
2023-04-07,P141,11,0,0,11,0
2023-04-07,P142,12,0,0,12,0
2023-04-07,P143,16,0,0,16,0
2023-04-07,P144,69,0,1,68,0
2023-04-07,P145,163,0,0,163,0
2023-04-07,P146,47,0,0,47,0
2023-04-07,P147,44,0,0,44,0
2023-04-07,P148,37,0,0,37,0
2023-04-07,P149,98,0,3,95,0
2023-04-07,P150,31,0,0,31,0
2023-04-07,P151,93,0,0,93,0
2023-04-07,P152,6,0,0,6,0
2023-04-07,P153,63,0,0,63,0
2023-04-07,P154,43,0,0,43,0
2023-04-07,P155,86,0,0,86,0
2023-04-07,P156,30,0,1,29,0
2023-04-07,P157,49,0,3,46,0
2023-04-07,P158,4,0,0,4,0
2023-04-07,P159,107,0,0,107,0
2023-04-07,P160,41,0,0,41,0
2023-04-07,P161,35,0,0,35,0
2023-04-07,P162,57,0,0,57,0
2023-04-07,P163,21,0,0,21,0
2023-04-07,P164,133,0,3,130,0
2023-04-07,P165,37,0,0,37,0
2023-04-07,P166,22,0,0,22,0
2023-04-07,P167,41,0,0,41,0
2023-04-07,P168,52,0,0,52,0
2023-04-07,P169,23,0,0,23,0
2023-04-07,P170,72,0,0,72,0
2023-04-07,P171,85,0,0,85,0
2023-04-07,P172,74,0,0,74,0
2023-04-07,P173,58,0,0,58,0
2023-04-07,P174,7,0,0,7,0
2023-04-07,P175,21,0,1,20,0
2023-04-07,P176,39,0,0,39,0
2023-04-07,P177,19,0,0,19,0
2023-04-07,P178,28,0,0,28,0
2023-04-07,P179,96,0,0,96,0
2023-04-07,P180,28,0,0,28,0
2023-04-07,P181,34,0,1,33,0
2023-04-07,P182,60,0,0,60,0
2023-04-07,P183,30,0,0,30,0
2023-04-07,P184,6,0,0,6,0
2023-04-07,P185,16,0,0,16,0
2023-04-07,P186,3,0,0,3,0
2023-04-07,P187,50,0,0,50,0
2023-04-07,P188,61,0,0,61,0
2023-04-07,P189,54,0,1,53,0
2023-04-08,P001,122,0,3,119,0
2023-04-08,P002,101,0,1,100,0
2023-04-08,P003,55,0,0,55,0
2023-04-08,P004,73,0,0,73,0
2023-04-08,P005,89,0,0,89,0
2023-04-08,P006,145,0,0,145,0
2023-04-08,P007,123,0,2,121,0
2023-04-08,P008,90,0,1,89,0
2023-04-08,P009,25,0,0,25,0
2023-04-08,P010,32,0,0,32,0
2023-04-08,P011,54,0,0,54,0
2023-04-08,P012,8,0,1,7,0
2023-04-08,P013,92,0,1,91,0
2023-04-08,P014,27,0,0,27,0
2023-04-08,P015,24,0,1,23,0
2023-04-08,P016,74,0,0,74,0
2023-04-08,P017,41,0,0,41,0
2023-04-08,P018,73,0,0,73,0
2023-04-08,P019,41,0,0,41,0
2023-04-08,P020,31,0,0,31,0
2023-04-08,P021,8,0,0,8,0
2023-04-08,P022,12,0,0,12,0
2023-04-08,P023,11,0,0,11,0
2023-04-08,P024,70,0,0,70,0
2023-04-08,P025,48,0,0,48,0
2023-04-08,P026,133,0,3,130,0
2023-04-08,P027,19,0,0,19,0
2023-04-08,P028,8,0,0,8,0
2023-04-08,P029,61,0,0,61,0
2023-04-08,P030,68,0,0,68,0
2023-04-08,P031,33,0,0,33,0
2023-04-08,P032,16,0,0,16,0
2023-04-08,P033,8,0,0,8,0
2023-04-08,P034,24,0,0,24,0
2023-04-08,P035,116,0,0,116,0
2023-04-08,P036,24,0,1,23,0
2023-04-08,P037,70,0,0,70,0
2023-04-08,P038,111,0,2,109,0
2023-04-08,P039,105,0,1,104,0
2023-04-08,P040,10,0,0,10,0
2023-04-08,P041,12,0,1,11,0
2023-04-08,P042,37,0,0,37,0
2023-04-08,P043,53,0,0,53,0
2023-04-08,P044,46,0,2,44,0
2023-04-08,P045,7,0,1,6,0
2023-04-08,P046,34,0,0,34,0
2023-04-08,P047,27,0,0,27,0
2023-04-08,P048,15,28,1,42,0
2023-04-08,P049,17,0,0,17,0
2023-04-08,P050,7,0,0,7,0
2023-04-08,P051,66,0,0,66,0
2023-04-08,P052,35,0,0,35,0
2023-04-08,P053,148,0,0,148,0
2023-04-08,P054,21,0,1,20,0
2023-04-08,P055,6,0,0,6,0
2023-04-08,P056,55,0,1,54,0
2023-04-08,P057,155,0,0,155,0
2023-04-08,P058,49,0,1,48,0
2023-04-08,P059,67,0,0,67,0
2023-04-08,P060,48,0,0,48,0
2023-04-08,P061,93,0,0,93,0
2023-04-08,P062,149,0,3,146,0
2023-04-08,P063,54,0,3,51,0
2023-04-08,P064,107,0,0,107,0
2023-04-08,P065,31,0,0,31,0
2023-04-08,P066,39,0,0,39,0
2023-04-08,P067,35,0,1,34,0
2023-04-08,P068,157,0,0,157,0
2023-04-08,P069,155,0,0,155,0
2023-04-08,P070,53,0,1,52,0
2023-04-08,P071,29,0,0,29,0
2023-04-08,P072,28,0,1,27,0
2023-04-08,P073,89,0,2,87,0
2023-04-08,P074,10,0,0,10,0
2023-04-08,P075,18,0,0,18,0
2023-04-08,P076,109,0,0,109,0
2023-04-08,P077,8,0,0,8,0
2023-04-08,P078,46,0,0,46,0
2023-04-08,P079,19,0,0,19,0
2023-04-08,P080,181,0,0,181,0
2023-04-08,P081,21,0,0,21,0
2023-04-08,P082,31,0,0,31,0
2023-04-08,P083,58,0,1,57,0
2023-04-08,P084,43,0,0,43,0
2023-04-08,P085,56,0,2,54,0
2023-04-08,P086,95,0,0,95,0
2023-04-08,P087,59,0,1,58,0
2023-04-08,P088,36,0,0,36,0
2023-04-08,P089,20,0,0,20,0
2023-04-08,P090,12,0,0,12,0
2023-04-08,P091,31,0,0,31,0
2023-04-08,P092,8,0,0,8,0
2023-04-08,P093,127,0,0,127,0
2023-04-08,P094,41,0,0,41,0
2023-04-08,P095,15,0,0,15,0
2023-04-08,P096,157,0,0,157,0
2023-04-08,P097,97,0,2,95,0
2023-04-08,P098,9,0,1,8,0
2023-04-08,P099,39,0,0,39,0
2023-04-08,P100,72,0,0,72,0
2023-04-08,P101,18,0,0,18,0
2023-04-08,P102,18,0,0,18,0
2023-04-08,P103,14,0,0,14,0
2023-04-08,P104,212,0,0,212,0
2023-04-08,P105,10,0,0,10,0
2023-04-08,P106,63,0,0,63,0
2023-04-08,P107,90,0,0,90,0
2023-04-08,P108,69,0,0,69,0
2023-04-08,P109,116,0,0,116,0
2023-04-08,P110,45,0,0,45,0
2023-04-08,P111,42,0,0,42,0
2023-04-08,P112,14,0,0,14,0
2023-04-08,P113,13,0,0,13,0
2023-04-08,P114,9,0,0,9,0
2023-04-08,P115,37,0,0,37,0
2023-04-08,P116,7,0,0,7,0
2023-04-08,P117,6,0,1,5,0
2023-04-08,P118,61,0,0,61,0
2023-04-08,P119,40,0,0,40,0
2023-04-08,P120,89,0,0,89,0
2023-04-08,P121,148,0,0,148,0
2023-04-08,P122,38,0,1,37,0
2023-04-08,P123,46,0,1,45,0
2023-04-08,P124,170,0,3,167,0
2023-04-08,P125,28,0,0,28,0
2023-04-08,P126,40,0,0,40,0
2023-04-08,P127,88,0,2,86,0
2023-04-08,P128,69,0,0,69,0
2023-04-08,P129,33,0,0,33,0
2023-04-08,P130,77,0,1,76,0
2023-04-08,P131,55,0,0,55,0
2023-04-08,P132,28,0,1,27,0
2023-04-08,P133,16,0,0,16,0
2023-04-08,P134,72,0,2,70,0
2023-04-08,P135,28,0,0,28,0
2023-04-08,P136,30,0,1,29,0
2023-04-08,P137,59,0,0,59,0
2023-04-08,P138,70,0,0,70,0
2023-04-08,P139,46,0,1,45,0
2023-04-08,P140,55,0,0,55,0
2023-04-08,P141,11,0,0,11,0
2023-04-08,P142,12,0,0,12,0
2023-04-08,P143,16,0,0,16,0
2023-04-08,P144,68,0,0,68,0
2023-04-08,P145,163,0,0,163,0
2023-04-08,P146,47,0,1,46,0
2023-04-08,P147,44,0,0,44,0
2023-04-08,P148,37,0,0,37,0
2023-04-08,P149,95,0,3,92,0
2023-04-08,P150,31,0,0,31,0
2023-04-08,P151,93,0,2,91,0
2023-04-08,P152,6,0,0,6,0
2023-04-08,P153,63,0,0,63,0
2023-04-08,P154,43,0,1,42,0
2023-04-08,P155,86,0,0,86,0
2023-04-08,P156,29,0,0,29,0
2023-04-08,P157,46,0,1,45,0
2023-04-08,P158,4,0,0,4,0
2023-04-08,P159,107,0,0,107,0
2023-04-08,P160,41,0,0,41,0
2023-04-08,P161,35,0,0,35,0
2023-04-08,P162,57,0,1,56,0
2023-04-08,P163,21,0,0,21,0
2023-04-08,P164,130,0,0,130,0
2023-04-08,P165,37,0,0,37,0
2023-04-08,P166,22,0,0,22,0
2023-04-08,P167,41,0,0,41,0
2023-04-08,P168,52,0,1,51,0
2023-04-08,P169,23,0,1,22,0
2023-04-08,P170,72,0,0,72,0
2023-04-08,P171,85,0,0,85,0
2023-04-08,P172,74,0,1,73,0
2023-04-08,P173,58,0,1,57,0
2023-04-08,P174,7,0,0,7,0
2023-04-08,P175,20,0,0,20,0
2023-04-08,P176,39,0,1,38,0
2023-04-08,P177,19,0,1,18,0
2023-04-08,P178,28,0,1,27,0
2023-04-08,P179,96,0,0,96,0
2023-04-08,P180,28,0,0,28,0
2023-04-08,P181,33,0,0,33,0
2023-04-08,P182,60,0,0,60,0
2023-04-08,P183,30,0,1,29,0
2023-04-08,P184,6,0,0,6,0
2023-04-08,P185,16,0,0,16,0
2023-04-08,P186,3,0,0,3,0
2023-04-08,P187,50,97,3,144,0
2023-04-08,P188,61,0,1,60,0
2023-04-08,P189,53,0,1,52,0
2023-04-09,P001,119,0,0,119,0
2023-04-09,P002,100,0,1,99,0
2023-04-09,P003,55,0,1,54,0
2023-04-09,P004,73,0,0,73,0
2023-04-09,P005,89,0,0,89,0
2023-04-09,P006,145,0,3,142,0
2023-04-09,P007,121,0,0,121,0
2023-04-09,P008,89,0,0,89,0
2023-04-09,P009,25,0,1,24,0
2023-04-09,P010,32,0,0,32,0
2023-04-09,P011,54,0,0,54,0
2023-04-09,P012,7,0,0,7,0
2023-04-09,P013,91,0,0,91,0
2023-04-09,P014,27,0,1,26,0
2023-04-09,P015,23,0,0,23,0
2023-04-09,P016,74,0,1,73,0
2023-04-09,P017,41,0,0,41,0
2023-04-09,P018,73,0,0,73,0
2023-04-09,P019,41,0,0,41,0
2023-04-09,P020,31,0,0,31,0
2023-04-09,P021,8,0,0,8,0
2023-04-09,P022,12,0,0,12,0
2023-04-09,P023,11,0,0,11,0
2023-04-09,P024,70,0,0,70,0
2023-04-09,P025,48,0,1,47,0
2023-04-09,P026,130,0,2,128,0
2023-04-09,P027,19,0,0,19,0
2023-04-09,P028,8,0,0,8,0
2023-04-09,P029,61,0,0,61,0
2023-04-09,P030,68,0,0,68,0
2023-04-09,P031,33,0,1,32,0
2023-04-09,P032,16,0,1,15,0
2023-04-09,P033,8,0,0,8,0
2023-04-09,P034,24,0,0,24,0
2023-04-09,P035,116,0,0,116,0
2023-04-09,P036,23,0,0,23,0
2023-04-09,P037,70,0,0,70,0
2023-04-09,P038,109,0,0,109,0
2023-04-09,P039,104,0,0,104,0
2023-04-09,P040,10,0,0,10,0
2023-04-09,P041,11,0,0,11,0
2023-04-09,P042,37,0,0,37,0
2023-04-09,P043,53,0,1,52,0
2023-04-09,P044,44,0,0,44,0
2023-04-09,P045,6,0,0,6,0
2023-04-09,P046,34,0,0,34,0
2023-04-09,P047,27,0,0,27,0
2023-04-09,P048,42,0,0,42,0
2023-04-09,P049,17,0,0,17,0
2023-04-09,P050,7,0,0,7,0
2023-04-09,P051,66,0,0,66,0
2023-04-09,P052,35,0,0,35,0
2023-04-09,P053,148,0,0,148,0
2023-04-09,P054,20,0,0,20,0
2023-04-09,P055,6,0,0,6,0
2023-04-09,P056,54,0,0,54,0
2023-04-09,P057,155,0,0,155,0
2023-04-09,P058,48,0,1,47,0
2023-04-09,P059,67,0,0,67,0
2023-04-09,P060,48,0,0,48,0
2023-04-09,P061,93,0,3,90,0
2023-04-09,P062,146,0,3,143,0
2023-04-09,P063,51,0,0,51,0
2023-04-09,P064,107,0,0,107,0
2023-04-09,P065,31,0,0,31,0
2023-04-09,P066,39,0,0,39,0
2023-04-09,P067,34,0,1,33,0
2023-04-09,P068,157,0,0,157,0
2023-04-09,P069,155,0,0,155,0
2023-04-09,P070,52,0,0,52,0
2023-04-09,P071,29,0,0,29,0
2023-04-09,P072,27,0,0,27,0
2023-04-09,P073,87,0,3,84,0
2023-04-09,P074,10,0,0,10,0
2023-04-09,P075,18,34,1,51,0
2023-04-09,P076,109,0,0,109,0
2023-04-09,P077,8,0,0,8,0
2023-04-09,P078,46,0,0,46,0
2023-04-09,P079,19,0,0,19,0
2023-04-09,P080,181,0,0,181,0
2023-04-09,P081,21,0,0,21,0
2023-04-09,P082,31,0,1,30,0
2023-04-09,P083,57,0,0,57,0
2023-04-09,P084,43,0,0,43,0
2023-04-09,P085,54,0,3,51,0
2023-04-09,P086,95,0,1,94,0
2023-04-09,P087,58,0,0,58,0
2023-04-09,P088,36,0,1,35,0
2023-04-09,P089,20,0,0,20,0
2023-04-09,P090,12,0,1,11,0
2023-04-09,P091,31,0,1,30,0
2023-04-09,P092,8,0,0,8,0
2023-04-09,P093,127,0,0,127,0
2023-04-09,P094,41,0,0,41,0
2023-04-09,P095,15,0,0,15,0
2023-04-09,P096,157,0,0,157,0
2023-04-09,P097,95,0,0,95,0
2023-04-09,P098,8,0,0,8,0
2023-04-09,P099,39,0,0,39,0
2023-04-09,P100,72,0,0,72,0
2023-04-09,P101,18,0,1,17,0
2023-04-09,P102,18,0,0,18,0
2023-04-09,P103,14,0,1,13,0
2023-04-09,P104,212,0,1,211,0
2023-04-09,P105,10,0,0,10,0
2023-04-09,P106,63,0,1,62,0
2023-04-09,P107,90,0,3,87,0
2023-04-09,P108,69,0,0,69,0
2023-04-09,P109,116,0,0,116,0
2023-04-09,P110,45,0,1,44,0
2023-04-09,P111,42,0,0,42,0
2023-04-09,P112,14,0,0,14,0
2023-04-09,P113,13,24,1,36,0
2023-04-09,P114,9,0,0,9,0
2023-04-09,P115,37,0,0,37,0
2023-04-09,P116,7,0,0,7,0
2023-04-09,P117,5,0,0,5,0
2023-04-09,P118,61,0,0,61,0
2023-04-09,P119,40,0,0,40,0
2023-04-09,P120,89,0,0,89,0
2023-04-09,P121,148,0,0,148,0
2023-04-09,P122,37,0,1,36,0
2023-04-09,P123,45,0,0,45,0
2023-04-09,P124,167,0,1,166,0
2023-04-09,P125,28,0,0,28,0
2023-04-09,P126,40,0,0,40,0
2023-04-09,P127,86,0,3,83,0
2023-04-09,P128,69,0,0,69,0
2023-04-09,P129,33,0,0,33,0
2023-04-09,P130,76,0,2,74,0
2023-04-09,P131,55,0,2,53,0
2023-04-09,P132,27,0,0,27,0
2023-04-09,P133,16,0,0,16,0
2023-04-09,P134,70,0,1,69,0
2023-04-09,P135,28,0,0,28,0
2023-04-09,P136,29,0,1,28,0
2023-04-09,P137,59,0,0,59,0
2023-04-09,P138,70,0,3,67,0
2023-04-09,P139,45,0,1,44,0
2023-04-09,P140,55,0,0,55,0
2023-04-09,P141,11,0,0,11,0
2023-04-09,P142,12,0,0,12,0
2023-04-09,P143,16,0,1,15,0
2023-04-09,P144,68,0,1,67,0
2023-04-09,P145,163,0,2,161,0
2023-04-09,P146,46,0,1,45,0
2023-04-09,P147,44,0,0,44,0
2023-04-09,P148,37,0,1,36,0
2023-04-09,P149,92,0,0,92,0
2023-04-09,P150,31,0,0,31,0
2023-04-09,P151,91,0,0,91,0
2023-04-09,P152,6,0,0,6,0
2023-04-09,P153,63,0,0,63,0
2023-04-09,P154,42,0,0,42,0
2023-04-09,P155,86,0,0,86,0
2023-04-09,P156,29,0,0,29,0
2023-04-09,P157,45,0,0,45,0
2023-04-09,P158,4,0,0,4,0
2023-04-09,P159,107,0,1,106,0
2023-04-09,P160,41,0,0,41,0
2023-04-09,P161,35,0,0,35,0
2023-04-09,P162,56,0,0,56,0
2023-04-09,P163,21,0,0,21,0
2023-04-09,P164,130,0,2,128,0
2023-04-09,P165,37,0,0,37,0
2023-04-09,P166,22,0,0,22,0
2023-04-09,P167,41,0,0,41,0
2023-04-09,P168,51,0,1,50,0
2023-04-09,P169,22,0,0,22,0
2023-04-09,P170,72,0,0,72,0
2023-04-09,P171,85,0,0,85,0
2023-04-09,P172,73,0,0,73,0
2023-04-09,P173,57,0,0,57,0
2023-04-09,P174,7,0,0,7,0
2023-04-09,P175,20,0,0,20,0
2023-04-09,P176,38,0,0,38,0
2023-04-09,P177,18,0,0,18,0
2023-04-09,P178,27,0,0,27,0
2023-04-09,P179,96,0,0,96,0
2023-04-09,P180,28,0,0,28,0
2023-04-09,P181,33,0,0,33,0
2023-04-09,P182,60,0,0,60,0
2023-04-09,P183,29,0,0,29,0
2023-04-09,P184,6,0,0,6,0
2023-04-09,P185,16,0,0,16,0
2023-04-09,P186,3,0,0,3,0
2023-04-09,P187,144,0,0,144,0
2023-04-09,P188,60,0,0,60,0
2023-04-09,P189,52,0,0,52,0
2023-04-10,P001,119,0,3,116,0
2023-04-10,P002,99,0,0,99,0
2023-04-10,P003,54,0,1,53,0
2023-04-10,P004,73,0,2,71,0
2023-04-10,P005,89,0,0,89,0
2023-04-10,P006,142,0,3,139,0
2023-04-10,P007,121,0,0,121,0
2023-04-10,P008,89,0,0,89,0
2023-04-10,P009,24,0,0,24,0
2023-04-10,P010,32,0,1,31,0
2023-04-10,P011,54,0,3,51,0
2023-04-10,P012,7,0,1,6,0
2023-04-10,P013,91,0,0,91,0
2023-04-10,P014,26,0,0,26,0
2023-04-10,P015,23,0,0,23,0
2023-04-10,P016,73,0,1,72,0
2023-04-10,P017,41,0,0,41,0
2023-04-10,P018,73,0,1,72,0
2023-04-10,P019,41,0,0,41,0
2023-04-10,P020,31,0,0,31,0
2023-04-10,P021,8,0,0,8,0
2023-04-10,P022,12,0,0,12,0
2023-04-10,P023,11,0,0,11,0
2023-04-10,P024,70,0,2,68,0
2023-04-10,P025,47,0,0,47,0
2023-04-10,P026,128,0,1,127,0
2023-04-10,P027,19,0,0,19,0
2023-04-10,P028,8,0,0,8,0
2023-04-10,P029,61,0,0,61,0
2023-04-10,P030,68,0,0,68,0
2023-04-10,P031,32,0,0,32,0
2023-04-10,P032,15,0,0,15,0
2023-04-10,P033,8,0,0,8,0
2023-04-10,P034,24,0,0,24,0
2023-04-10,P035,116,0,0,116,0
2023-04-10,P036,23,0,0,23,0
2023-04-10,P037,70,0,1,69,0
2023-04-10,P038,109,0,3,106,0
2023-04-10,P039,104,0,0,104,0
2023-04-10,P040,10,0,0,10,0
2023-04-10,P041,11,0,0,11,0
2023-04-10,P042,37,0,0,37,0
2023-04-10,P043,52,0,1,51,0
2023-04-10,P044,44,0,3,41,0
2023-04-10,P045,6,0,0,6,0
2023-04-10,P046,34,0,0,34,0
2023-04-10,P047,27,0,1,26,0
2023-04-10,P048,42,0,1,41,0
2023-04-10,P049,17,0,0,17,0
2023-04-10,P050,7,0,0,7,0
2023-04-10,P051,66,0,1,65,0
2023-04-10,P052,35,0,0,35,0
2023-04-10,P053,148,0,0,148,0
2023-04-10,P054,20,0,0,20,0
2023-04-10,P055,6,0,1,5,0
2023-04-10,P056,54,0,2,52,0
2023-04-10,P057,155,0,0,155,0
2023-04-10,P058,47,0,0,47,0
2023-04-10,P059,67,0,0,67,0
2023-04-10,P060,48,0,0,48,0
2023-04-10,P061,90,0,0,90,0
2023-04-10,P062,143,0,1,142,0
2023-04-10,P063,51,0,0,51,0
2023-04-10,P064,107,0,0,107,0
2023-04-10,P065,31,0,0,31,0
2023-04-10,P066,39,0,0,39,0
2023-04-10,P067,33,0,1,32,0
2023-04-10,P068,157,0,0,157,0
2023-04-10,P069,155,0,0,155,0
2023-04-10,P070,52,0,0,52,0
2023-04-10,P071,29,0,1,28,0
2023-04-10,P072,27,0,1,26,0
2023-04-10,P073,84,0,2,82,0
2023-04-10,P074,10,0,0,10,0
2023-04-10,P075,51,0,1,50,0
2023-04-10,P076,109,0,0,109,0
2023-04-10,P077,8,0,0,8,0
2023-04-10,P078,46,0,0,46,0
2023-04-10,P079,19,0,0,19,0
2023-04-10,P080,181,0,0,181,0
2023-04-10,P081,21,0,0,21,0
2023-04-10,P082,30,0,0,30,0
2023-04-10,P083,57,0,0,57,0
2023-04-10,P084,43,0,0,43,0
2023-04-10,P085,51,0,0,51,0
2023-04-10,P086,94,0,0,94,0
2023-04-10,P087,58,0,0,58,0
2023-04-10,P088,35,0,0,35,0
2023-04-10,P089,20,0,0,20,0
2023-04-10,P090,11,0,0,11,0
2023-04-10,P091,30,0,0,30,0
2023-04-10,P092,8,0,0,8,0
2023-04-10,P093,127,0,0,127,0
2023-04-10,P094,41,0,0,41,0
2023-04-10,P095,15,0,0,15,0
2023-04-10,P096,157,0,0,157,0
2023-04-10,P097,95,0,0,95,0
2023-04-10,P098,8,0,0,8,0
2023-04-10,P099,39,0,3,36,0
2023-04-10,P100,72,0,0,72,0
2023-04-10,P101,17,0,0,17,0
2023-04-10,P102,18,0,0,18,0
2023-04-10,P103,13,0,0,13,0
2023-04-10,P104,211,0,0,211,0
2023-04-10,P105,10,0,0,10,0
2023-04-10,P106,62,0,0,62,0
2023-04-10,P107,87,0,2,85,0
2023-04-10,P108,69,0,0,69,0
2023-04-10,P109,116,0,0,116,0
2023-04-10,P110,44,0,0,44,0
2023-04-10,P111,42,0,0,42,0
2023-04-10,P112,14,0,0,14,0
2023-04-10,P113,36,0,0,36,0
2023-04-10,P114,9,0,0,9,0
2023-04-10,P115,37,0,0,37,0
2023-04-10,P116,7,0,0,7,0
2023-04-10,P117,5,0,0,5,0
2023-04-10,P118,61,0,0,61,0
2023-04-10,P119,40,0,0,40,0
2023-04-10,P120,89,0,0,89,0
2023-04-10,P121,148,0,0,148,0
2023-04-10,P122,36,0,1,35,0
2023-04-10,P123,45,0,0,45,0
2023-04-10,P124,166,0,0,166,0
2023-04-10,P125,28,0,0,28,0
2023-04-10,P126,40,0,0,40,0
2023-04-10,P127,83,0,0,83,0
2023-04-10,P128,69,0,0,69,0
2023-04-10,P129,33,0,0,33,0
2023-04-10,P130,74,0,0,74,0
2023-04-10,P131,53,0,0,53,0
2023-04-10,P132,27,0,0,27,0
2023-04-10,P133,16,0,0,16,0
2023-04-10,P134,69,0,0,69,0
2023-04-10,P135,28,0,0,28,0
2023-04-10,P136,28,0,0,28,0
2023-04-10,P137,59,0,0,59,0
2023-04-10,P138,67,0,3,64,0
2023-04-10,P139,44,0,1,43,0
2023-04-10,P140,55,0,0,55,0
2023-04-10,P141,11,0,0,11,0
2023-04-10,P142,12,0,1,11,0
2023-04-10,P143,15,0,0,15,0
2023-04-10,P144,67,0,0,67,0
2023-04-10,P145,161,0,1,160,0
2023-04-10,P146,45,0,1,44,0
2023-04-10,P147,44,0,1,43,0
2023-04-10,P148,36,0,1,35,0
2023-04-10,P149,92,0,2,90,0
2023-04-10,P150,31,0,0,31,0
2023-04-10,P151,91,0,1,90,0
2023-04-10,P152,6,0,0,6,0
2023-04-10,P153,63,0,0,63,0
2023-04-10,P154,42,0,0,42,0
2023-04-10,P155,86,0,0,86,0
2023-04-10,P156,29,0,1,28,0
2023-04-10,P157,45,0,0,45,0
2023-04-10,P158,4,0,0,4,0
2023-04-10,P159,106,0,3,103,0
2023-04-10,P160,41,0,1,40,0
2023-04-10,P161,35,0,0,35,0
2023-04-10,P162,56,0,1,55,0
2023-04-10,P163,21,0,0,21,0
2023-04-10,P164,128,0,2,126,0
2023-04-10,P165,37,0,1,36,0
2023-04-10,P166,22,0,0,22,0
2023-04-10,P167,41,0,0,41,0
2023-04-10,P168,50,0,0,50,0
2023-04-10,P169,22,0,0,22,0
2023-04-10,P170,72,0,0,72,0
2023-04-10,P171,85,0,0,85,0
2023-04-10,P172,73,0,0,73,0
2023-04-10,P173,57,0,3,54,0
2023-04-10,P174,7,0,0,7,0
2023-04-10,P175,20,0,0,20,0
2023-04-10,P176,38,0,0,38,0
2023-04-10,P177,18,0,0,18,0
2023-04-10,P178,27,0,0,27,0
2023-04-10,P179,96,0,0,96,0
2023-04-10,P180,28,0,0,28,0
2023-04-10,P181,33,0,0,33,0
